ID,name,content,Tag/External ID,Diễn đàn/External ID
utc2_q_10,Câu hỏi và câu trả lời tham khảo (liên quan), 5. anh (chị) cho em hỏi nếu mình xin phép nghỉ học quốc phòng 2 buổi thì mình viết giấy phép gởi cho ban lãnh đạo được không ạ. và ban lãnh đạo là phòng số mấy ạ. em xin cảm ơn!,qa_app.utc2_tags_10,website_forum.forum_help
utc2_q_11,Câu hỏi và câu trả lời tham khảo (liên quan), 6. cho em hỏi là danh sách học bổng lấy 10% số sinh viên của lớp hay là sao ạ?,,website_forum.forum_help
utc2_q_12,Câu hỏi và câu trả lời tham khảo (liên quan)," 7. e là sv k60. hiện tại em chưa rõ và chưa hiểu về đăng ký học phần cho lắm, và k60 thì đăng ký học phần những môn nào ạ? ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_13,Câu hỏi và câu trả lời tham khảo (liên quan), 8. ad ơi. cho e hỏi là lịch học khoas ứng dụng công nghệ thông tin và vẽ kĩ thuật 3d của ngành kĩ thuật xây dựng thì khi nào có v ạ? vì e chỉ thấy lịch học của các ngành khác thôi nhưng không thấy của kỹ thuật xây dựng ạ . e cảm ơn.,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_14,Câu hỏi và câu trả lời tham khảo (liên quan), 1. em bị mất thẻ bảo hiểm y tế thì phải liên hệ phòng nào để được cấp lại ạ?,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_15,Câu hỏi và câu trả lời tham khảo (liên quan), 2. hi ad! ad cho e hỏi là email sinh viên mình xài chung hay sao vậy ak. mà e chứ thấy mail của các a chị hay các bạn xin giấy đều tập vào mail của e vậy ak,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_16,Câu hỏi và câu trả lời tham khảo (liên quan), 3. đăng kí chứng chỉ tiếng anh! em là sv k55 đã tốt nghiệp ra trường nhưng chưa đăng ký làm giấy chứng chỉ tiếng anh b. cho em hỏi em còn được đăng ký chứng chỉ tiếng anh không ạ ?  em cám ơn.,,website_forum.forum_help
utc2_q_17,Câu hỏi và câu trả lời tham khảo (liên quan), 4. nhà trường cho em hỏi là nợ đúng 10 tín chỉ có được nhận đồ án không ạ.,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_18,Câu hỏi và câu trả lời tham khảo (liên quan), 5. e sv năm 3 điểm tích lũy 1.9 có cơ hội để ra trường bằng khá không ạ ,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_19,Câu hỏi và câu trả lời tham khảo (liên quan)," 6. kì này em có đăng kí một số môn học và nghe thầy cô bảo rằng, môn học a sẽ vận dụng các kiến thức của môn học khác mà bọn em chưa được học, nhưng trong chương trình khung thì môn a đó vẫn nằm trong kỳ này. em mong rằng phòng đào tạo sẽ có những sắp xếp lại chương trình khung phù hợp hơn, và với những môn học bắt buộc có vận dụng kiến thức môn khác khi đăng kí học phần sẽ không được đăng kí khi chưa học qua các môn khác. em cảm ơn.",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_20,Câu hỏi và câu trả lời tham khảo (liên quan), 7. bây h có thể lên rút bớt học phần được k ạ?,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_21,Câu hỏi và câu trả lời tham khảo (liên quan), 8. cho em hỏi cái tài khoản đăng nhập để đóng học phí đổi mật khẩu được không ạ?,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_22,Câu hỏi và câu trả lời tham khảo (liên quan), 9. chào ad! cho em hỏi em muốn xin giấy xác nhận sinh viên nhưng quên mất mật khẩu email sinh viên. giờ em phải liên hệ bộ phận nào để xin giấy ạ!.em cám ơn,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_23,Câu hỏi và câu trả lời tham khảo (liên quan), 10. em chưa kịp đánh giá rèn luyên sinh viên kì này thì có bị cảnh cáo học vụ không? xin trả lời giúp em ,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_24,Câu hỏi và câu trả lời tham khảo (liên quan), 11. cho em hỏi trường mình tổ chức thi bằng lái bây giờ mà tháng 10 em mới đủ tuổi em được đăng kí không anh ơi,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_25,Câu hỏi và câu trả lời tham khảo (liên quan), 12. ad cho em hỏi sao em đăng kí xin bảng điển năm học 2018-2019 từ ngày 4/9/2019 mà đến hôm nay là đã 6 ngày rồi vẫn chưa xử lý vậy ad? mong nhà trường hãy kiểm tra lại và xử lý giúp em.,,website_forum.forum_help
utc2_q_26,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. xin mở lớp phần tử hữu hạn , ai có nhu cầu thì chấm 1 cái mình ib",qa_app.utc2_tags_12,website_forum.forum_help
utc2_q_27,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. ad cho em hỏi là em có viết đơn xin mở lớp, bđt bảo là chờ thông báo!! mà giờ chưa có thì có được mở lớp không ạ? cảm ơn ad!!",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_28,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. nếu đã tăng học phí thì mong nhà trường cải thiện chất lượng phòng học hơn ạ, nhiều phòng máy chiếu rất mờ và rất khó nhìn, ảnh hưởng khá nhiều đến mắt và chất lượng buổi học của tụi em ạ. ",qa_app.utc2_tags_7,website_forum.forum_help
utc2_q_29,Câu hỏi và câu trả lời tham khảo (liên quan), 2. ủa giá vé xe hiện tại là bao nhiêu vậy?? có bị ăn gian không vậy ta???,qa_app.utc2_tags_12,website_forum.forum_help
utc2_q_30,Câu hỏi và câu trả lời tham khảo (liên quan), việc mở lớp thể dục f3 ( bơi hoặc xà ) các bạn đã lập danh sách chưa nhỉ ? ,qa_app.utc2_tags_12,website_forum.forum_help
utc2_q_31,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho e hỏi k60 học xong quốc phòng thì khi nào học các môn khác ạ ??,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_32,Câu hỏi và câu trả lời tham khảo (liên quan), 2. cho em hỏi ạ. kỳ này em có đăng kí 1 môn mà buổi học kết thúc của môn đó trùng với buổi bắt đầu của 1 môn khác. vậy thì lịch thi 2 môn đó có thể nào trùng nhau không ạ  nếu trùng em phải làm gì để có thể thi được cả 2 môn ạ ? em xin cảm ơn!,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_33,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. nếu nhà trường đã thiết kế phòng học có loa thì em nghĩ giảng viên nên tận dụng nó ạ, trong 1 phòng gần 70sv mà gv cứ nói là ko thích dùng mic vì quy tắc cá nhân hay ko thích gì đó, vân vân... em mong gv thay đổi cách nghĩ này ạ, nó rất thiệt cho những bạn muốn học nhưng ko nghe được bài giảng chỉ vì gv nói quá nhỏ ạ.",qa_app.utc2_tags_10,website_forum.forum_help
utc2_q_34,Câu hỏi và câu trả lời tham khảo (liên quan), 4. em đang học k60 . cho em hỏi với nhà trường là : có thử đăng nhập vài lần vào trang utc2.edu.vn nhưng không được ạ . đó là lỗi hay hệ thống chưa cật nhật vậy ạ . ,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_35,Câu hỏi và câu trả lời tham khảo (liên quan), 5. nhờ ad lên báo giùm nhà trường lấy thêm giáo trình cho tụi em mượn chứ kì này em học 7 môn mà 3 môn không mượn được giáo trình,qa_app.utc2_tags_3,website_forum.forum_help
utc2_q_36,Câu hỏi và câu trả lời tham khảo (liên quan), 6. chào ad. những loại giấy tờ nào cần để gửi về địa phương xin vay tiền sv ạ?e cảm ơn ad nhiều. ,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_37,Câu hỏi và câu trả lời tham khảo (liên quan), 7. ad cho em hỏi là khi nào nhà trường tổ chức thi tiếng anh a2 vậy ạ? em cảm ơn ạ.,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_38,Câu hỏi và câu trả lời tham khảo (liên quan)," cho em hỏi từ bao giờ ngôi trường utc2 của mình có chuyện phân biệt đẳng cấp vậy ạ. tại sao các bạn đi xe tay ga lại được dựng xe trong nhà xe có mái che. còn các bạn đi xe số lại phải dựng lăn lóc chủ yếu dựa vào bóng mát của các cây. ủa mọi người đi xe số được free hả. xe có hư hại gì ngoài trời chắc được bồi thường hoàn toàn hả. đây là ý kiến của em bắt đầu từ ngày 30/8/2019, nhà trường ký hợp đồng dịch vụ với công ty tnhh mtv xd dv hải đăng phát. công ty có trách nhiệm trông giữ và sắp xếp xe trong khu vực giữ xe cho gọn gàng. giá giữ xe hiện tại không không thay đổi:  - khu giảng đường &amp; khu văn phòng: xe đạp: 1000đ/xe; xe máy dưới 175cm3: 2000đ/xe; xe máy từ 175cm3 trở lên: 3000đ/xe do diện tích nhà xe có mái nhỏ, và đơn vị quản lý giữ xe phân chia theo khu vực để đơn vị dễ quản lý nên đơn vị giữ xe họ chia khu vực như vậy nên các bạn thông cảm",qa_app.utc2_tags_7,website_forum.forum_help
utc2_q_39,Câu hỏi và câu trả lời tham khảo (liên quan)," phòng e bị hư nhiều vật dụng như bóng đèn, quạt trần, vòi hoa sen, bàn lề cửa, bọn e đã xuống báo với cô trang và ghi đầy đủ vào sổ nhưng chưa thấy sửa. kính đề nghị bql ktx nên có can thiệp khắt khe hơn về việc này ạ.  chúng tôi sẽ kiểm tra lại ngay. bạn có thể gặp lãnh đạo bql ktx để cho chúng tôi biết thêm thông tin. trong các trường hợp như thế này, nếu các bạn báo cho ktx 2 lần rồi (2 lần cách 2-3 ngày), mà ktx chưa có phản hồi. các bạn vui lòng báo ngay cho trưởng ban ql ktx để kịp thời xử lý. trân trọng!",qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_40,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho em hỏi bây giờ xin đăng kí mở lớp b1 đc không ạ?,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_41,Câu hỏi và câu trả lời tham khảo (liên quan), 2. ad cho em hỏi là nếu như các môn học đã qua hết nhưng còn nợ thể dục thì có được nhận bằng tốt nghiệp không ??,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_42,Câu hỏi và câu trả lời tham khảo (liên quan), 3. chào ad ! ad cho em hỏi là kì này em đang trả nợ môn cuối . nếu em trả được trong kì này thì em có kịp bảo vệ đồ án trong kì này luôn không ạ ? cảm ơn ad nhiều,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_43,Câu hỏi và câu trả lời tham khảo (liên quan), 4. cho em hỏi là em muốn mượn lại giấy khai sinh để photo có được không? (giấy khai sinh nộp lúc nhập học) nếu được thì em cần liên hệ với ai? ở đâu? em cảm ơn.,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_44,Câu hỏi và câu trả lời tham khảo (liên quan), 5. chào thầy ạ! em muốn hỏi về giấy chứng nhận thi olympic mác lênin nhận ở đâu ạ? em cảm ơn ạ!,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_45,Câu hỏi và câu trả lời tham khảo (liên quan), 6. ad ơi cho em hỏi là em thuộc hộ cận nghèo có được giảm học phí không ạ. ,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_46,Câu hỏi và câu trả lời tham khảo (liên quan)," ""ad cho e hỏi. điểm để ra trường là điểm tính lũy hay điểm trung bình tính lũy vậy ạ. và tại sao hai cái lại khác nhau ạ?"" khi em đủ điều kiện tốt nghiệp thì điểm tích lũy hay điểm trung bình chung tích lũy hay điểm trung bình trung học tập là như nhau em nhé! (tất cả các môn đều phải đạt, điểm bảo vệ đatn &gt;=5.5)",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_47,Câu hỏi và câu trả lời tham khảo (liên quan), mình muốn mở lớp môn giáo dục thể chất f3 bạn nào chưa qua môn đó thì cmt đăng ký phía dưới nhé,qa_app.utc2_tags_12,website_forum.forum_help
utc2_q_48,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho e hỏi email sv là mình tự tạo hay nhà trường tạo cho mình ạ,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_49,Câu hỏi và câu trả lời tham khảo (liên quan), 2. cho em hỏi anh văn b1 có được thi tự do ko ạ? ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_50,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. hiện tại e chưa có bằng a1, nhưng e muốn thi tự do a2 ở trường mình luôn có được không ạ? hay phải thi tự do a1 rồi mới đc thi tiếp bằng a2 ạ? ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_51,Câu hỏi và câu trả lời tham khảo (liên quan), 4. cho em hỏi em đăng kí 2 môn bị trùng 1 lịch học thì làm sao ạ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_52,Câu hỏi và câu trả lời tham khảo (liên quan)," 5. cho em hỏi, khi nào mới có danh sách sinh viên được nhận học bổng kì 2 năm 2018-2019 v ạ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_53,Câu hỏi và câu trả lời tham khảo (liên quan), 6. cho e hỏi nếu đủ số lượng để mở lớp phần mềm thì sẽ đăng kí ở phòng trung tâm đào tạo thực hành &amp; chuyển giao công nghệ giao thông vận tải và e có được chọn giảng viên hay không ? hay trường tự sắp xếp giảng viên ạ? em cảm ơn ạ.,qa_app.utc2_tags_9,website_forum.forum_help
utc2_q_54,Câu hỏi và câu trả lời tham khảo (liên quan), 7. cho em hỏi về việc chuyển ngành ở trường mình ạ??? ,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_55,Câu hỏi và câu trả lời tham khảo (liên quan)," tình trạng muỗi ngày càng nhiều ở các phòng học mỗi lần tụi e đi học là toàn bị chích nát hết chân. e mong nhà trường có thể xịt muỗi ở các khu phòng học vì cây ở trường mình khá nhiều mà việc muỗi nhiều xảy ra nv là không tốt cho sức khoẻ! nhà trường rất quan tâm đến tình trạng muỗi tại phân hiệu, trước khi nhập học phân hiệu đã phun thuốc 2 đợt và hằng tháng đều phải dải abate để diệt lăng quăng. tuy nhiên quanh khu vực trường cây cối nhiều và hơn nữa đang tháng mưa nên không phun thuốc được phải đợi dứt mưa mới phun lại",qa_app.utc2_tags_8,website_forum.forum_help
utc2_q_56,Câu hỏi và câu trả lời tham khảo (liên quan), 1. e quên mất mật khẩu của email trường thì làm sao lấy lại ạ ,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_57,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. chào ad. em là sinh viên khóa 60. theo em được biết là trường mình lấy chuẩn đầu ra tiếng anh là b1. thì trường có bắt buộc là phải học ở trong trường hay không, hay là học ở ngoài và lấy bằng b1 ở ngoài người ta cấp cho mình gửi vô trường để lấy đầu ra được không ạ. và sinh viên năm 1, năm 2 hay năm 3 có cần phải có bằng gì không ạ( chẳng hạn như a1,a2).",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_58,Câu hỏi và câu trả lời tham khảo (liên quan), 3. cho e hỏi là giờ e đăng kí lớp thực tập kĩ thuật cd2-2 mà có 6 sv có phải lớp đó bị hủy ko ạ. giờ e làm đơn xin chuyển lớp khác dx ko ạ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_59,Câu hỏi và câu trả lời tham khảo (liên quan)," 4. chào ad!anh đẹp trai ơi,.em là khóa k60, ad cho em hỏi lúc vào nhập học có thu học phí tạm thời 3 triệu, sắp tới đăng ký tín chỉ nếu vượt quá 3 triệu là em đóng thêm hay thế nào ạ? . em thấy có thông báo 10-12/9 đăng ký tín chỉ học, mà em vào tài khoản: mã số sinh viên, mật khẩu: 01/01/2001, và mã an toàn mà ko vào được. nhờ ad hướng dẫn giúp em.trân trọng, ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_60,Câu hỏi và câu trả lời tham khảo (liên quan), 5. em đã đăng kí bảng điểm online một tuần rồi mà vẫn chưa thấy được xử ly mong phòng đào tạo kiểm tra giúp em vs ạ - ,,website_forum.forum_help
utc2_q_61,Câu hỏi và câu trả lời tham khảo (liên quan)," 6. em chào ad ạ . kì vừa rồi em có cải thiện môn học nhưng em có làm đồ án , ngày em thi gần ngày bảo vệ đồ án tốt nghiệp nên ko đi thi, hiện trên bảng điểm để e rớt là sao ạ. mong ad giúp e ạ em xin cám ơn",,website_forum.forum_help
utc2_q_62,Câu hỏi và câu trả lời tham khảo (liên quan)," kì rồi có đăng ki nhưng dki lớp ít sinh viên quá nên bị trường hủy, nên bạn nào muốn học gdtc f5 thì cmt mình lập danh sách nhé, hiện tại có 5 bạn rồi",qa_app.utc2_tags_12,website_forum.forum_help
utc2_q_63,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho em hỏi là lúc nhập học em có đk học ứng dụng tin cơ bản mà giờ em thấy chưa cần thiết nên em có thể học vào dịp khác được không và phải rút lại như thế nào vậy ad đẹp trai,qa_app.utc2_tags_9,website_forum.forum_help
utc2_q_64,Câu hỏi và câu trả lời tham khảo (liên quan), 2. dạ cho e hỏi trường mình có tổ chức thi bằng lái xe ko ạ,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_65,Câu hỏi và câu trả lời tham khảo (liên quan), 3. chào ad !  em có đăng kí giấy xác nhận đang là học viên của trường mình mấy ngày trước nhưng tới hôm nay vẫn chưa thấy bên đào tạo phản hồi ngày trả kết quả . mong đào tạo sớm phản hồi lại giúp em ạ .!! ,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_66,Câu hỏi và câu trả lời tham khảo (liên quan), 4. ad cho e là k60 em muốn hỏi là thi t.anh đầu vào thì mình có phải đk đóng tiền k ak. rồi khi nào mình mới có lịch thi ak,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_67,Câu hỏi và câu trả lời tham khảo (liên quan), 1. khóa học tin học ứng dụng là thế nào vậy ạ em chưa hiểu rõ lắm và đăng kí thì cần làm những gì ạ,qa_app.utc2_tags_9,website_forum.forum_help
utc2_q_68,Câu hỏi và câu trả lời tham khảo (liên quan), 3. sv trễ hạn có được xin giấy xác nhận sv ko ad? e vừa nhận đc giấy mời nvqs. và lên đâu để xin ạ?,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_69,Câu hỏi và câu trả lời tham khảo (liên quan), 4. hội trường c1 khá là nóng mong nhà trường khắc phục!!! ,qa_app.utc2_tags_7,website_forum.forum_help
utc2_q_70,Câu hỏi và câu trả lời tham khảo (liên quan), kính mong phòng ctct-sv có thể xử lý nhanh giúp em giấy xác nhận vay sv không ạ vì đang cần gấp !! e đăng kí đã hơn 10 ngày rồi mà vẫn trong tình trạng đang xử lý. ,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_71,Câu hỏi và câu trả lời tham khảo (liên quan), 2. dạ cho em hỏi. k58 có thay đổi về việc quy tắc tính điểm tích lũy ko ạ. ,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_72,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. ad cho em hỏi...  hôm đăng ký bổ sung em có làm đơn xin bổ sung lớp vậy bây giờ làm sao để biết mình có đc học không. em có đăng ký học phần, khi đăng kí lớp thì bị trùng lịch 50% vì học cải thiện nên em muốn xin học ...nhưng k biết làm sao để biết có đc học k..? ",qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_73,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. ad cho em hỏi...  hôm đăng ký bổ sung em có làm đơn xin bổ sung lớp vậy bây giờ làm sao để biết mình có đc học không. em có đăng ký học phần, khi đăng kí lớp thì bị trùng lịch 50% vì học cải thiện nên em muốn xin học ...nhưng k biết làm sao để biết có đc học k..? ",qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_74,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho em hỏi khi nào trường mới tổ chức hội trại lại v ad?,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_75,Câu hỏi và câu trả lời tham khảo (liên quan), 2. chào ad . cho em hỏi giờ em muốn rút sổ đoàn thì lên phòng nào ạ ?,qa_app.utc2_tags_13,website_forum.forum_help
utc2_q_76,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho e hỏi điều kiện để học cao học là gì ạ,qa_app.utc2_tags_5,website_forum.forum_help
utc2_q_77,Câu hỏi và câu trả lời tham khảo (liên quan), 2. cho em hỏi như thế nào để học vượt ạ,qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_78,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. ad cho e hỏi muốn đăng ký lấy chứng chỉ ta b1, gdqp, gdtc thì làm như thế nào ạ?",,website_forum.forum_help
utc2_q_79,Câu hỏi và câu trả lời tham khảo (liên quan), 4. e là sinh viên k60 e học công nghệ ô tô hồi đầu năm nhập học e có đăng kí môn số môn bổ trợ cho ngành học của e khi nào trường tổ chức học v ad trên web trường có nộp tiền học phần tiến anh vậy k60 như e có nộp ko ad,qa_app.utc2_tags_9,website_forum.forum_help
utc2_q_80,Câu hỏi và câu trả lời tham khảo (liên quan), 6. mong nhà trường tạo điều kiện mở lớp cho chúng em để kịp bảo vệ đồ án và nhận đồ án trong kì tới. do số lượng sinh viên ít vẫn chưa được mở. ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_81,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. em mong nhà trường trao đổi lại với ban quản lí ktx ạ, lúc đăng kí thì bị lỗi, hẹn sinh viên đăng kí vào đợt sau, đợt sau đăng kí thì báo là hết chỗ. em không biết bao giờ giải quyết vấn đề này, hay là chỉ nhận ý kiến vậy thôi. ",qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_82,Câu hỏi và câu trả lời tham khảo (liên quan), 2. mong ban quản lý ktx xem xét hỗ trợ lại cho mấy bạn sv bị lỗi khi đăng ký ktx trên web mà bị lỗi. có nhiều bạn và cả em khi đăng ký bị lỗi đã báo cáo lên và ban quản lý ktx có bảo không sao rồi đợt đợt sau đăng ký lại. nhưng đợt sau khi đăng ký thì lại nhận thông báo hết chỗ. em thấy hướng xử lý vậy không được mong ban quản lý ktx xem xét. mong nhận được phản hồi từ ban quản lý ktx một cách thỏa đáng,qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_83,Câu hỏi và câu trả lời tham khảo (liên quan), 2. mong ban quản lý ktx xem xét hỗ trợ lại cho mấy bạn sv bị lỗi khi đăng ký ktx trên web mà bị lỗi. có nhiều bạn và cả em khi đăng ký bị lỗi đã báo cáo lên và ban quản lý ktx có bảo không sao rồi đợt đợt sau đăng ký lại. nhưng đợt sau khi đăng ký thì lại nhận thông báo hết chỗ. em thấy hướng xử lý vậy không được mong ban quản lý ktx xem xét. mong nhận được phản hồi từ ban quản lý ktx một cách thỏa đáng,qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_84,Câu hỏi và câu trả lời tham khảo (liên quan), 1. ad cho em hỏi tại sao kì này nhà trường không tạo điều kiện mở lớp dưới 15 sinh viên vậy.. tụi em năm cuối k56 và rớt môn chuyên ngành do môn đó có 6 người rớt ạ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_85,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. dạ ad cho em hỏi là kì này em vừa đăng kí đồ án vừa đăng kí trả nợ 9 tín chỉ mà đợt học kì phụ vừa thi xong e bị rớt thêm 1 môn nữa là em nợ quá 10 thì sẽ k đc nhận đồ án. vậy ad cho em hỏi là học phí 10tc của đồ án kì này e có phải đóng luôn k ạ? và giờ liệu em xin huỷ đăng kí đồ án thì có đc k ạ? mong bđt và ad giải đáp giúp em, em cảm ơn !",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_86,Câu hỏi và câu trả lời tham khảo (liên quan), 3. ad đăng hộ e với : bạn nào học môn đại số tuyến tính lớp 1-15 hl 1 :thứ 3 tiết 11-14 cô thuý cho mh hỏi học phòng nào vậy,qa_app.utc2_tags_12,website_forum.forum_help
